,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PRGMOFR,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,SATVR25,SATMT25,SATWR25,ACTCM25,ACTEN25,ACTMT25,ACTWR25,SATVR75,SATMT75,SATWR75,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ADM_RATE,ADM_RATE_ALL,SAT_AVG,SAT_AVG_ALL,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,PCTFLOAN,FTFTPCTFLOAN_POOLED_SUPP,LOAN_EVER,C150_4,C150_4_POOLED,DEP_COMP_ORIG_YR6_RT,WDRAW_ORIG_YR2_RT,COSTT4_A,COSTT4_P,NPT41_OTHER,NPT41_PRIV,NPT41_PROG,NPT41_PUB,NPT4_048_OTHER,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_PUB,NPT45_OTHER,NPT45_PRIV,NPT45_PROG,NPT45_PUB,NPT42_OTHER,NPT42_PRIV,NPT42_PROG,NPT42_PUB,NPT4_3075_OTHER,NPT4_3075_PRIV,NPT4_3075_PROG,NPT4_3075_PUB,NPT43_OTHER,NPT43_PRIV,NPT43_PROG,NPT43_PUB,NPT4_75UP_OTHER,NPT4_75UP_PRIV,NPT4_75UP_PROG,NPT4_75UP_PUB,NPT44_OTHER,NPT44_PRIV,NPT44_PROG,NPT44_PUB,NPT4_PROG,NPT4_OTHER,NPT4_PRIV,NPT4_PUB,TUITIONFEE_IN,NUM4_OTHER,NUM4_PRIV,NUM4_PROG,NUM4_PUB,NUM41_OTHER,NUM41_PRIV,NUM41_PROG,NUM41_PUB,NUM45_OTHER,NUM45_PRIV,NUM45_PROG,NUM45_PUB,NUM42_OTHER,NUM42_PRIV,NUM42_PROG,NUM42_PUB,NUM43_OTHER,NUM43_PRIV,NUM43_PROG,NUM43_PUB,NUM44_OTHER,NUM44_PRIV,NUM44_PROG,NUM44_PUB,TUITIONFEE_OUT,TUITIONFEE_PROG,CIPTFBSANNUAL1,CIPTFBS1,CIPTFBSANNUAL2,CIPTFBS2,CIPTFBSANNUAL3,CIPTFBS3,CIPTFBSANNUAL4,CIPTFBS4,CIPTFBSANNUAL5,CIPTFBS5,CIPTFBSANNUAL6,CIPTFBS6,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,AVGFACSAL,CCBASIC,CCSIZSET,CCUGPROF,CONTROL,SCHTYPE,LOCALE2,ST_FIPS,CURROPER,DISTANCEONLY,MAIN,MENONLY,WOMENONLY,INEXPFTE,ICLEVEL,LOCALE,TUITFTE,NUMBRANCH,SCH_DEG,PREDDEG,PFTFAC,REGION,INC_PCT_H2,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,AGE_ENTRY,FAMINC_IND,FAMINC,FSEND_COUNT,AGE_ENTRY_SQ,LNFAMINC,LNFAMINC_IND,UG,UGDS,LN_MEDIAN_HH_INC,MD_FAMINC,MEDIAN_HH_INC,SCUGFFN_POOLED,AGEGE24,PCT_GRAD_PROF,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCT_BORN_US,PCT_BA,UG25ABV,POVERTY_RATE,DEPENDENT,FEMALE,FIRST_GEN,MARRIED
2319,0,0,1,1,2,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,,0.0,0.0,0.0022,0.0762,0.249,0.1047,0.0174,0.040999999999999995,0.0,0.0298,0.0018,0.0,0.0165,0.0,0.0022,0.1252,0.0076,0.0806,0.0414,0.0102,0.0,0.0062,0.0,0.0,0.0,0.0058,0.0468,0.0,0.0071,0.0147,0.0,0.0579,0.0,0.0,0.0423,0.0009,0.0,0.0125,540,530,,23,22,21,,630,640,,29,30,27,,0.7306,0.7306,1181,1181,585,585,,26,26,24,,0.3947,0.5724,0.864148202,0.6079,0.5936,0.559139784946,0.14291232136,52721,,,23142,,,,23364,,,,29783,,,,23789,,,,24552,,,,25308,,,,29025,,,,27480,,,,,25792,,41760,,2074,,,,634,,,,520,,,,331,,,,334,,,,255,,,41760,,,,,,,,,,,,,,48100,51900,54300,58400,62400,12545,17,16,14,2,2,,36,1,0,1,0,0,11438,1,11,20529,2,3,3,0.4338,2,0.2459135489,0.1560116237,0.1543770432,0.1342172176,19.701235016,14971.753906,73769.201235,,,,,,11907,11.0900001525878,50604.5,69749.7,6188,0.03999999910593,10.2200002670288,9.25,18.4500007629394,17.2700004577636,60.3300018310547,69.5999984741211,15.5699996948242,0.0227,10.3000001907348,0.953505267,0.5904467853,0.3164556962,0.007264802
2325,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,,0.3372,0.0,0.0,0.0378,0.1555,0.0189,0.0,0.0334,0.0,0.0451,0.0262,0.0,0.0,0.0218,0.0,0.0451,0.0,0.0,0.0,0.0407,0.0,0.0,0.032,0.0,0.0,0.1177,0.0,0.0233,0.0,0.0,0.0,0.0218,0.0058,0.0015,0.0,0.0,0.0,0.0363,430,430,,,,,,550,540,,,,,,0.7709,0.7709,975,975,490,485,,,,,,0.6452,0.7261,0.8840952994,0.4041,0.424,0.301605504587,0.225136612022,23507,,,,,12531,,,,12847,,,,21824,,,,13526,,,,15511,,,,17459,,,,20350,,,,19594,,,,15373,8654,,,,551,,,,222,,,,41,,,,103,,,,105,,,,80,18434,,,,,,,,,,,,,,29700,31100,34100,35800,39500,6576,22,11,11,1,1,,36,1,0,1,0,0,9975,1,32,3877,1,3,3,0.5955,2,0.1493882807,0.1545396008,0.1680618158,0.1481004507,20.544108178,23074.66,55484.150676,,,,,,2231,10.9600000381469,42165,60485.06,1347,0.07999999821186,9.89000034332275,1.79999995231628,6.61999988555908,6.38000011444091,86.8199996948242,90.5999984741211,12.8999996185302,0.0777,8.39999961853027,0.9034127495,0.5370251127,0.3289760349,0.0231809401
2326,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,,0.0135,0.0,0.0,0.0433,0.2132,0.0375,0.0,0.0741,0.0,0.0,0.1054,0.0,0.0,0.0,0.0,0.1102,0.0,0.0977,0.0,0.0842,0.0,0.0082,0.0,0.0,0.1121,0.0,0.0255,0.0,0.0,0.0,0.0,0.0231,0.0,0.0,0.0067,0.0,0.0245,0.0207,500,510,,20,,,,580,580,,24,,,,0.4607,0.4607,1091,1091,540,545,,22,,,,0.2985,0.3256,0.6323003576,0.4966,0.5079,0.247716894977,0.151715833835,16091,,,,,3821,,,,4667,,,,15881,,,,6614,,,,8660,,,,10276,,,,14889,,,,13091,,,,9268,8306,,,,768,,,,251,,,,174,,,,109,,,,138,,,,96,18086,,,,,,,,,,,,,,44800,45000,49800,49000,55800,8333,22,12,13,1,1,,36,1,0,1,0,0,8721,1,21,5144,1,3,3,0.3175,2,0.1826579261,0.1683551847,0.1442193087,0.1230631704,22.485995232,25825.677419,59489.081943,,,,,,9394,11.3199996948242,40461.5,86057.23,2515,0.25,10.6400003433227,3.59999990463256,15.0500001907348,12.7399997711181,73.3199996948242,80.9499969482422,15.4399995803833,0.2274,6.13999986648559,0.7598331347,0.4639451728,0.397044004,0.0411203814
2328,0,0,1,1,1,1,0,2,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0072,0.0626,0.1383,0.0192,0.0,0.0793,0.0,0.0042,0.0,0.0134,0.0985,0.0,0.0062,0.0,0.0241,0.0506,0.0,0.0,0.0,0.0274,0.0,0.0,0.1057,0.0,0.0,0.0,0.0033,0.0284,0.0,0.1005,0.0219,0.0,0.1954,0.0,0.0,0.013999999999999999,550,550,,22,,,,630,630,,27,,,,0.5208,0.5208,1185,1185,590,590,,25,,,,0.5760000000000001,0.6104,0.8803405573,0.6362,0.6431,0.613298662704,0.099386503067,25238,,,,,12158,,,,13240,,,,24328,,,,15412,,,,17189,,,,19208,,,,23110,,,,20929,,,,17298,10011,,,,1853,,,,653,,,,378,,,,325,,,,286,,,,211,26851,,,,,,,,,,,,,,41000,44500,48500,53900,57600,9678,15,17,15,1,1,,36,1,0,1,0,0,13558,1,13,7146,1,3,3,0.5967,2,0.210371517,0.1540247678,0.1448916409,0.1232198142,20.611145511,17012.869947,64043.188235,,,,,,13434,11.0900001525878,43412,70013.16,5532,0.09000000357627,12.1499996185302,3.70000004768371,9.92000007629394,8.84000015258789,80.2300033569336,85.6100006103515,15.9200000762939,0.0624,8.10000038146972,0.9119195046,0.5287925697,0.3008942662,0.0145510836
2329,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0066,0.1561,0.1504,0.0,0.0,0.0368,0.0,0.0,0.0,0.0897,0.0502,0.0437,0.0164,0.0553,0.0182,0.0,0.0,0.0,0.0,0.0395,0.0,0.0,0.0254,0.0218,0.0,0.0,0.0024,0.0209,0.0,0.0775,0.0,0.0,0.1582,0.0,0.0,0.0308,650,660,580,28,,,,710,730,670,32,,,,0.3981,0.3981,1376,1376,680,695,625,30,,,,0.4497,0.5733,0.8885054992,0.8143,0.8185,0.752376188094,0.05918762089,25846,,,,,11867,,,,12758,,,,24429,,,,14985,,,,17224,,,,19061,,,,23395,,,,21172,,,,18958,9808,,,,1533,,,,400,,,,531,,,,160,,,,195,,,,247,26648,,,,,,,,,,,,,,47700,51600,57100,61300,68100,9779,15,17,15,1,1,,36,1,0,1,0,0,11877,1,22,8187,1,3,3,0.7128,2,0.3224067285,0.1270217813,0.1302566314,0.1306879448,20.234634462,16765.204473,84238.652146,,,,,,13990,11.1000003814697,61401,71392.67,5313,0.07999999821186,12.8400001525878,6.90999984741211,9.06999969482422,10.6099996566772,76.6399993896484,79.8499984741211,16.6599998474121,0.0266,8.77999973297119,0.9324994609,0.5177916757,0.2483826248,0.0097045504
2330,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,2,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0203,0.0029,0.0965,0.1905,0.0641,0.0,0.0374,0.0,0.0,0.0,0.1544,0.0178,0.0,0.0081,0.066,0.0112,0.0,0.0,0.0,0.0,0.0239,0.0,0.0,0.001,0.0,0.0,0.0,0.0015,0.0284,0.0,0.1011,0.0,0.0,0.1432,0.0,0.0,0.0315,570,590,,24,23,24,,650,680,,29,29,30,,0.5585,0.5585,1250,1250,610,635,,27,26,27,,0.4657,0.5278,0.8587618816,0.7552,0.7541,0.657056145675,0.098744151687,24568,,,,,11517,,,,12414,,,,22885,,,,14299,,,,16240,,,,18387,,,,21908,,,,20189,,,,17090,10099,,,,2546,,,,790,,,,663,,,,376,,,,340,,,,377,27769,,,,,,,,,,,,,,46100,47000,54400,54500,62100,10636,15,16,15,1,1,,36,1,0,1,0,0,16173,1,21,9830,1,3,3,0.639,2,0.2278820375,0.1390446015,0.1372166707,0.1373385328,20.669631977,18141.007273,66600.701804,,,,,,21404,11,46678,63949.26,8252,0.12999999523162,11.1700000762939,3.4300000667572,9.14999961853027,6.15000009536743,82.5500030517578,88.4400024414062,15.6599998474121,0.0674,8.25,0.899463807,0.427613941,0.2806191117,0.0177918596
2331,0,1,1,1,1,1,0,1,0,1,0,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0034,0.0061,0.1319,0.09699999999999999,0.0099,0.0,0.0755,0.0,0.0002,0.0,0.0936,0.0149,0.0,0.012,0.1768,0.0144,0.0,0.0,0.0,0.0,0.0731,0.0,0.0,0.0435,0.0052,0.0,0.0,0.0032,0.0298,0.0,0.094,0.0106,0.0,0.0906,0.0,0.0,0.0144,600,630,540,26,24,26,7,680,740,660,31,33,31,9,0.4198,0.4198,1326,1326,640,685,600,29,29,29,8,0.3802,0.425,0.7814827353,0.7378,0.7283,0.65310570287,0.077693474962,24718,,,,,10382,,,,10992,,,,21896,,,,12479,,,,14452,,,,17243,,,,21151,,,,19820,,,,14893,9625,,,,1645,,,,666,,,,329,,,,273,,,,193,,,,184,27295,,,,,,,,,,,,,,44000,49100,52800,57000,62600,12058,15,17,15,1,1,,36,1,0,1,0,0,20216,1,21,10509,1,3,3,0.6279,2,0.2053148274,0.1557210562,0.1142518619,0.1046039269,21.160121869,22514.082999,62120.342586,,,,,,17407,11.1700000762939,36504.5,76205.23,6091,0.10999999940395,11.2399997711181,8.27000045776367,13.0299997329711,15.119999885559,68.6900024414062,73.8899993896484,15.7299995422363,0.0734,9.02000045776367,0.8735612729,0.5101557211,0.3614088821,0.0223425863
2332,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0442,0.0,0.3519,0.0404,0.0,0.0,0.0,0.0,0.0,0.0192,0.1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846,0.0,0.0,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,560,,23,22,22,,660,650,,29,27,29,,0.614,0.614,1227,1227,610,605,,26,25,26,,0.4958,0.5445,0.8901098901,0.7716,0.7774,0.656626506024,0.071782178218,26736,,,,,11571,,,,12864,,,,23961,,,,14743,,,,17400,,,,20322,,,,23181,,,,21565,,,,19341,8874,,,,160,,,,32,,,,58,,,,22,,,,20,,,,28,18654,,,,,,,,,,,,,,36000,38500,42200,44600,49800,8738,16,10,15,1,1,,36,1,0,1,0,0,18131,1,12,5007,1,3,3,0.7033,2,0.3159340659,0.0961538462,0.1717032967,0.1607142857,20.924450549,15757.183908,82100.778846,,,,,,1819,11,68412,63414.84,652,0.14000000059604,10.9700002670288,2.14000010490417,5.19999980926513,4.34000015258789,88.9800033569336,92.0899963378906,14.9799995422363,0.0659,7.38000011444091,0.8804945055,0.4697802198,0.2042553191,
2333,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,,0.0,0.0,0.0,0.0275,0.1965,0.0472,0.0,0.1631,0.0,0.0,0.2338,0.0904,0.0,0.0,0.0,0.1454,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0373,0.0,0.0,0.0334,0.0,0.0,0.0,490,510,,20,23,25,,660,690,,28,30,30,,0.6484,0.6484,1176,1176,575,600,,24,27,28,,0.5103,0.6083,0.8156638013,0.5657,0.5404,0.449856733524,0.103235747304,21567,,,,,7851,,,,8510,,,,18062,,,,9667,,,,12070,,,,14125,,,,16884,,,,15421,,,,12761,8238,,,,338,,,,93,,,,72,,,,53,,,,62,,,,58,18018,,,,,,,,,,,,,,45200,46300,48200,50300,55900,9553,19,10,13,1,1,,36,1,0,1,0,0,15830,1,22,5991,1,3,3,0.4966,2,0.1967526266,0.1661891117,0.1499522445,0.1547277937,22.76504298,25860.161017,62246.655205,,,,,,2120,10.8500003814697,46601,53376.47,776,0.34000000357627,8.10999965667724,1.5,6.55000019073486,4.38000011444091,88.1500015258789,92.4599990844726,11.789999961853,0.1716,9.61999988555908,0.7745940783,0.3591212989,0.3052415211,0.070678128
2334,0,0,1,1,1,1,0,1,0,2,0,0,1,1,1,2,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0067,0.0256,0.1319,0.0579,0.0,0.0284,0.0,0.044000000000000004,0.0,0.0,0.0312,0.0,0.0045,0.2059,0.0345,0.0612,0.0,0.0033,0.0,0.015,0.0,0.0,0.0,0.0228,0.1258,0.0,0.0017,0.0111,0.0,0.0712,0.0367,0.0,0.044000000000000004,0.0,0.0,0.0367,510,510,440,20,18,18,,590,590,530,25,24,25,,0.5331,0.5331,1107,1107,550,550,485,23,21,22,,0.6766,0.7426,0.9084144247,0.6547,0.6568,0.469811320755,0.102803738318,22901,,,,,10996,,,,11779,,,,21268,,,,12970,,,,14917,,,,16619,,,,19705,,,,17858,,,,15837,8412,,,,967,,,,242,,,,208,,,,159,,,,182,,,,176,18192,,,,,,,,,,,,,,36200,38100,41300,41400,45500,7575,18,13,13,1,1,,36,1,0,1,0,0,10490,1,31,5231,1,3,3,0.5696,2,0.1654264453,0.1476817401,0.159416142,0.1568402977,22.237836291,22475.491758,58770.389239,,,,,,7015,10.9899997711181,43518.5,61824.2,2459,0.14000000059604,9.5600004196167,1.41999995708465,6.73999977111816,3.61999988555908,88.5100021362304,93.5100021362304,14.4099998474121,0.1422,7.09000015258789,0.7916428163,0.5812821981,0.3152955896,0.0483686319
2335,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.0258,0.1651,0.0621,0.0293,0.0375,0.0,0.0878,0.0468,0.0,0.0181,0.0427,0.0041,0.0656,0.0217,0.0831,0.0,0.0708,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0117,0.0,0.0644,0.0445,0.0,0.0673,0.0,0.0,0.0451,400,460,,,,,,510,530,,,,,,0.6052,0.6052,950,950,455,495,,,,,,0.621,0.6892,0.8277492292,0.4771,0.4754,0.502958579882,0.185104844541,21413,,,,,9124,,,,10036,,,,20501,,,,12040,,,,13774,,,,15785,,,,18979,,,,17722,,,,12766,8210,,,,1504,,,,655,,,,133,,,,298,,,,257,,,,161,17990,,,,,,,,,,,,,,33700,34500,37800,39200,42200,7889,18,13,11,1,1,,36,1,0,1,0,0,11339,1,11,4221,1,3,3,0.4374,2,0.1015416238,0.170606372,0.1416238438,0.121274409,21.234532374,17204.57997,45753.487153,,,,,,7944,10.8599996566772,32331,55484,3420,0.18999999761581,9.32999992370605,1.73000001907348,13.3999996185302,5.84999990463256,79.8899993896484,91.3399963378906,13.6099996566772,0.1445,10.4899997711181,0.8624871531,0.5771839671,0.3401759531,0.0230215827
2336,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0013,0.0471,0.0729,0.0671,0.0,0.0,0.0,0.2329,0.0,0.0,0.0174,0.0,0.0039,0.0981,0.009000000000000001,0.0,0.0,0.0206,0.0,0.0103,0.0,0.0,0.0,0.0,0.2097,0.0,0.0039,0.0187,0.0,0.0723,0.0058,0.0,0.0955,0.0,0.0,0.0135,530,530,,22,20,20,,600,600,,25,24,25,,0.4425,0.4425,1138,1138,565,565,,24,22,23,,0.6762,0.6971,0.941414771,0.7140000000000001,0.7121,0.679384203481,0.065045592705,24661,,,,,11946,,,,12898,,,,23431,,,,14617,,,,16302,,,,17586,,,,22416,,,,19955,,,,18591,8536,,,,942,,,,197,,,,349,,,,109,,,,143,,,,144,18316,,,,,,,,,,,,,,38100,39500,45000,45000,49200,6787,18,13,13,1,1,,36,1,0,1,0,0,9447,1,32,5740,1,3,3,0.5687,2,0.3225303833,0.1199750701,0.1417887192,0.1763789342,20.381115612,17269.484848,83994.887816,,,,,,6325,11.0699996948242,72219,68027.03,2526,0.07000000029802,11.0600004196167,2.06999993324279,4.51000022888183,4.67999982833862,89.8199996948242,91.9100036621093,14.869999885559,0.0334,6.55000019073486,0.9382985354,0.5403552509,0.2709096968,0.0112184481
2337,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.0433,0.1576,0.0867,0.0089,0.0433,0.0,0.1567,0.0,0.0,0.0325,0.0,0.0049,0.0404,0.0177,0.0463,0.0,0.0,0.0,0.0049,0.0,0.0,0.0522,0.0,0.0236,0.0,0.0039,0.0276,0.0,0.0522,0.0443,0.0,0.0246,0.0,0.0,0.1281,490,480,,21,,,,590,580,,27,,,,0.7619,0.7619,1084,1084,540,530,,24,,,,0.7098,0.7831,0.9218379915,0.6211,0.6264,0.578947368421,0.114754098361,23138,,,,,10126,,,,11141,,,,20547,,,,12985,,,,14505,,,,15814,,,,19352,,,,17820,,,,15139,8488,,,,925,,,,260,,,,200,,,,143,,,,166,,,,156,18268,,,,,,,,,,,,,,32900,35300,38500,41200,44700,7056,19,14,13,1,1,,36,1,0,1,0,0,11812,1,32,4650,1,3,3,0.5882,2,0.2354334439,0.1274277594,0.1691141639,0.189483657,20.098531502,9565.6470588,71012.387494,,,,,,4402,10.9700002670288,59673,60720.74,2052,0.05000000074505,9.78999996185302,1.28999996185302,4.1100001335144,3.5,91.370002746582,94.1500015258789,13.9099998474121,0.0403,6.92999982833862,0.9355755566,0.6082425391,0.2281675921,0.0080530554
2338,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0025,0.1369,0.1452,0.0818,0.0,0.0,0.0,0.0952,0.0,0.0,0.0442,0.0,0.0083,0.0,0.0209,0.0,0.0,0.0,0.0,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0726,0.0,0.1411,0.0,0.0,0.1995,0.0,0.0,0.01,560,560,,24,,,,650,650,,28,,,,0.6481,0.6481,1219,1219,605,605,,26,,,,0.5101,0.5584,0.9081325301,0.8085,0.7909,0.606150793651,0.062267657993,25001,,,,,11841,,,,13278,,,,24339,,,,15319,,,,17062,,,,18475,,,,22956,,,,20743,,,,19403,8651,,,,872,,,,152,,,,296,,,,107,,,,132,,,,185,18431,,,,,,,,,,,,,,39400,42500,47600,50100,53400,7564,20,14,14,1,1,,36,1,0,1,0,0,10112,1,32,5821,1,3,3,0.6835,2,0.3544176707,0.1074297189,0.1485943775,0.1762048193,19.834839357,12450.629213,89836.738956,,,,,,5490,11.0900001525878,77511,69095.17,2566,0.03999999910593,12.1700000762939,2.77999997138977,5.13999986648559,4.23999977111816,88.6999969482422,91.25,16.4500007629394,0.016,6.32999992370605,0.9553212851,0.6189759036,0.1863874346,0.0060240964
2339,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0103,0.0517,0.1676,0.1192,0.0,0.0223,0.0,0.0871,0.0,0.0392,0.0375,0.0,0.0131,0.0419,0.0256,0.0,0.0,0.0087,0.0,0.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.025,0.0,0.0903,0.0,0.0,0.1328,0.0,0.0,0.1099,550,540,500,24,22,23,7,640,630,600,29,27,30,8,0.4135,0.4135,1197,1197,595,585,550,27,25,27,8,0.5198,0.5937,0.8579992507,0.7645,0.7433,0.661740558292,0.066710268149,24842,,,,,11297,,,,12017,,,,24312,,,,13718,,,,15851,,,,18197,,,,22955,,,,20418,,,,17111,8254,,,,774,,,,260,,,,198,,,,110,,,,100,,,,106,18034,,,,,,,,,,,,,,36000,39500,42000,45300,48700,7282,18,13,15,1,1,,36,1,0,1,0,0,10818,1,21,5898,1,3,3,0.5425,2,0.2487823155,0.141251405,0.131884601,0.1348819783,21.028475084,14621.877133,69660.106032,,,,,,6586,11.119999885559,48878,72171.58,2188,0.12999999523162,11.8999996185302,3.26999998092651,9.48999977111816,10.9099998474121,80.0100021362304,85.1900024414062,15.5200004577636,0.0811,8.14999961853027,0.8902210566,0.6354439865,0.3169421488,0.0123641813
2340,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0027,0.0866,0.1265,0.1395,0.0,0.011000000000000001,0.0,0.1168,0.0,0.0,0.0179,0.0467,0.0021,0.0282,0.0131,0.0564,0.0,0.0,0.0,0.0137,0.0,0.0,0.0007,0.0096,0.0007,0.0,0.0055,0.0296,0.0,0.0845,0.0,0.0,0.0749,0.0,0.0,0.1333,460,450,,21,20,19,,590,590,,26,25,25,,0.5066,0.5066,1074,1074,525,520,,24,23,22,,0.6116,0.6301,0.9385692068,0.7587,0.7336,0.632498101746,0.040902679831,23891,,,,,9783,,,,10898,,,,22567,,,,12707,,,,14727,,,,16810,,,,21374,,,,19094,,,,16853,8421,,,,931,,,,214,,,,300,,,,132,,,,128,,,,157,17871,,,,,,,,,,,,,,35600,37200,41300,43100,46700,6879,19,14,13,1,1,,36,1,0,1,0,0,9346,1,33,5242,1,3,3,0.5903,2,0.3351477449,0.1318040435,0.1290824261,0.1636858476,20.09214619,14102.420561,84433.298989,,,,,,6021,11.0500001907348,72278,67183.32,2503,0.05000000074505,10.8999996185302,2.22000002861022,5.67000007629394,5.65999984741211,88.1500015258789,90.6699981689453,14.5299997329711,0.0241,7.05999994277954,0.9583981337,0.6084758942,0.2577405858,0.0050544323
2341,0,0,1,1,1,2,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0024,0.0765,0.2709,0.1541,0.0,0.0232,0.0,0.0691,0.0,0.0153,0.0263,0.0,0.0104,0.0,0.0147,0.040999999999999995,0.0,0.0,0.0,0.0073,0.0,0.0,0.0128,0.0,0.0563,0.0,0.0006,0.0336,0.0,0.0905,0.0,0.0,0.0306,0.0,0.0,0.0642,540,530,,21,,,,620,620,,26,,,,0.5362,0.5362,1158,1158,580,575,,24,,,,0.6604,0.707,0.9125412541,0.6354,0.6463,0.574384787472,0.076098059244,23704,,,,,9914,,,,10925,,,,22269,,,,12847,,,,14494,,,,16131,,,,20638,,,,18178,,,,15575,8440,,,,1098,,,,323,,,,261,,,,170,,,,171,,,,173,18220,,,,,,,,,,,,,,35800,37300,40500,41400,47100,7086,18,14,15,1,1,,36,1,0,1,0,0,10270,1,32,5339,1,3,3,0.6365,2,0.2337733773,0.1435643564,0.1457645765,0.145489549,20.690869087,16963.766467,68864.722497,,,,,,7039,10.9700002670288,50004.5,60525.69,2901,0.10000000149011,9.30000019073486,1.72000002861022,5.78000020980835,4.84000015258789,88.4800033569336,92.2699966430664,13.4499998092651,0.0637,8.17000007629394,0.9081408141,0.5129262926,0.2781818182,0.0242024202
